2024-02-17,Scanner,1995.75,Pune,CUST00475,5
2024-02-10,Monitor,1210.46,Chennai,CUST00819,2
2024-08-30,Printer,249.67,Chennai,CUST00053,3
2024-03-08,Webcam,3137.42,Chennai,CUST00844,5
2024-08-04,Keyboard,859.54,Mumbai,CUST00077,1
2024-03-12,Mouse,3698.88,Pune,CUST00704,2
2024-01-28,Webcam,4273.55,Bangalore,CUST00342,3
2024-08-04,Printer,3136.26,Pune,CUST00119,1
2024-07-07,Headphones,2591.92,Kolkata,CUST00736,3
2024-06-28,Printer,4658.46,Pune,CUST00303,4
2024-07-16,Printer,4387.62,Hyderabad,CUST00695,2
2024-01-21,Laptop,4627.26,Kolkata,CUST00879,3
2024-04-10,Laptop,542.09,Kolkata,CUST00647,5
2024-09-21,Keyboard,3250.21,Ahmedabad,CUST00656,1
2024-01-27,Laptop,4903.79,Delhi,CUST00371,4
2024-12-24,Webcam,791.32,Delhi,CUST00918,1
2024-03-12,Laptop,263.96,Delhi,CUST00866,2
2024-04-23,Mouse,962.93,Chennai,CUST00297,5
2024-08-13,Mouse,1659.52,Delhi,CUST00290,4
2024-02-14,Laptop,4209.66,Delhi,CUST00086,3
2024-05-29,Monitor,3845.03,Chennai,CUST00709,5
2024-01-04,Webcam,4666.51,Delhi,CUST00762,4
2024-04-22,Keyboard,4237.18,Chennai,CUST00754,3
2024-09-30,Monitor,3508.55,Chennai,CUST00600,1
2024-07-18,Webcam,348.48,Bangalore,CUST00466,5
2024-05-20,Laptop,4706.73,Ahmedabad,CUST00149,5
2024-04-24,Webcam,1074.1,Pune,CUST00292,1
2024-08-17,Keyboard,2038.06,Pune,CUST00403,1
2024-02-04,Monitor,3181.7,Mumbai,CUST00080,5
2024-11-15,Mouse,1011.14,Chennai,CUST00368,4
2024-03-28,Headphones,4983.26,Chennai,CUST00519,2
2024-06-03,Keyboard,3523.52,Kolkata,CUST00440,3
2024-09-29,Keyboard,3231.05,Hyderabad,CUST00058,5
2024-03-19,Scanner,3592.72,Mumbai,CUST00235,4
2024-08-13,Scanner,1286.6,Ahmedabad,CUST00291,2
2024-02-28,Printer,4177.32,Kolkata,CUST00750,5
2024-08-17,Laptop,2521.04,Mumbai,CUST00122,1
2024-12-24,Laptop,4912.88,Mumbai,CUST00764,2
2024-01-21,Printer,4325.56,Bangalore,CUST00714,1
2024-11-26,Laptop,4167.0,Bangalore,CUST00979,2
2024-04-18,Keyboard,169.57,Kolkata,CUST00068,4
2024-05-17,Scanner,3418.96,Pune,CUST00500,1
2024-12-24,Laptop,2660.91,Bangalore,CUST00585,4
2024-05-15,Scanner,4819.41,Delhi,CUST00594,5
2024-07-16,Headphones,4341.23,Delhi,CUST00962,4
2024-04-22,Webcam,3333.56,Pune,CUST00048,3
2024-07-27,Webcam,2666.89,Kolkata,CUST00069,2
2024-11-14,Scanner,3964.64,Pune,CUST00245,3
2024-07-09,Keyboard,3173.11,Bangalore,CUST00100,2
2024-11-06,Laptop,3535.48,Chennai,CUST00991,1
2024-07-04,Monitor,2021.62,Mumbai,CUST00014,2
2024-12-15,Mouse,1831.02,Chennai,CUST00705,3
2024-05-19,Laptop,1395.32,Delhi,CUST00183,5
2024-01-01,Keyboard,3235.04,Delhi,CUST00894,5
2024-09-18,Headphones,4054.74,Bangalore,CUST00007,4
2024-01-21,Laptop,534.08,Mumbai,CUST00260,5
2024-12-01,Scanner,1329.7,Bangalore,CUST00793,1
2024-02-14,Laptop,2801.92,Hyderabad,CUST00325,2
2024-06-18,Mouse,4254.89,Pune,CUST00986,5
2024-10-15,Scanner,1186.21,Bangalore,CUST00711,3
2024-09-14,Laptop,3056.2,Chennai,CUST00922,2
2024-05-10,Webcam,2810.48,Hyderabad,CUST00746,2
2024-09-21,Webcam,2310.72,Mumbai,CUST00927,3
2024-08-12,Printer,1300.58,Hyderabad,CUST00843,2
2024-01-16,Keyboard,2526.3,Chennai,CUST00986,2
2024-11-29,Laptop,3089.18,Chennai,CUST00944,5
2024-05-14,Webcam,4864.02,Pune,CUST00763,4
2024-03-09,Printer,551.26,Chennai,CUST00393,5
2024-03-14,Laptop,577.97,Bangalore,CUST00633,2
2024-12-05,Webcam,4497.39,Pune,CUST00652,2
2024-11-20,Monitor,3975.32,Kolkata,CUST00832,3
2024-03-27,Monitor,1444.23,Delhi,CUST00348,5
2024-08-11,Scanner,3220.25,Kolkata,CUST00486,2
2024-11-10,Keyboard,2177.63,Ahmedabad,CUST00226,1
2024-06-17,Keyboard,3098.88,Mumbai,CUST00325,2
2024-02-12,Printer,1258.37,Hyderabad,CUST00852,2
2024-06-08,Headphones,2712.03,Delhi,CUST00102,3
2024-02-14,Printer,1200.87,Chennai,CUST00799,4
2024-01-24,Webcam,169.79,Pune,CUST00325,2
2024-12-27,Mouse,932.56,Kolkata,CUST00730,4
2024-10-20,Headphones,3706.36,Bangalore,CUST00162,3
2024-04-02,Monitor,869.86,Kolkata,CUST00621,3
2024-02-24,Printer,4264.41,Ahmedabad,CUST00098,2
2024-01-17,Monitor,2980.23,Ahmedabad,CUST00665,2
2024-12-30,Keyboard,444.98,Hyderabad,CUST00927,1
2024-02-18,Scanner,625.79,Mumbai,CUST00475,3
2024-12-02,Keyboard,3283.72,Hyderabad,CUST00406,1
2024-12-29,Keyboard,345.45,Delhi,CUST00333,2
2024-03-15,Laptop,1765.78,Bangalore,CUST00230,3
2024-02-17,Scanner,2742.27,Chennai,CUST00483,4
2024-01-11,Scanner,3517.25,Chennai,CUST00945,5
2024-06-29,Printer,2070.08,Kolkata,CUST00391,2
2024-01-14,Keyboard,2723.48,Hyderabad,CUST00730,4
2024-05-26,Keyboard,1613.16,Chennai,CUST00291,3
2024-06-03,Webcam,2431.84,Hyderabad,CUST00521,1
2024-10-24,Scanner,3269.36,Ahmedabad,CUST00289,3
2024-06-11,Keyboard,483.51,Mumbai,CUST00900,5
2024-12-22,Mouse,1283.96,Delhi,CUST00165,2
2024-09-18,Printer,2208.57,Kolkata,CUST00446,1
2024-05-09,Scanner,4367.25,Hyderabad,CUST00393,4
2024-07-08,Monitor,4516.39,Hyderabad,CUST00519,1
2024-02-20,Keyboard,4576.77,Hyderabad,CUST00617,3
2024-06-01,Mouse,2825.53,Chennai,CUST00640,3
2024-02-09,Headphones,4067.3,Kolkata,CUST00069,4
2024-06-10,Mouse,1924.34,Kolkata,CUST00767,2
2024-11-28,Headphones,366.17,Mumbai,CUST00494,1
2024-07-12,Scanner,2755.56,Mumbai,CUST00495,4
2024-06-12,Laptop,929.11,Pune,CUST00024,5
2024-07-23,Headphones,267.75,Chennai,CUST00600,4
2024-12-21,Monitor,1676.82,Bangalore,CUST00979,4
2024-01-19,Monitor,3896.59,Kolkata,CUST00097,4
2024-06-06,Monitor,2969.85,Hyderabad,CUST00496,2
2024-03-30,Laptop,2150.47,Bangalore,CUST00863,3
2024-04-27,Printer,2887.79,Hyderabad,CUST00591,5
2024-05-12,Webcam,4798.26,Kolkata,CUST00957,2
2024-09-24,Headphones,163.15,Hyderabad,CUST00879,5
2024-03-07,Mouse,2372.64,Mumbai,CUST00410,4
2024-11-12,Laptop,2532.51,Hyderabad,CUST00090,3
2024-12-23,Scanner,3362.38,Ahmedabad,CUST00228,2
2024-04-17,Mouse,2952.74,Chennai,CUST00261,5
2024-12-05,Monitor,3339.14,Bangalore,CUST00098,2
2024-11-30,Keyboard,1450.58,Pune,CUST00639,3
2024-02-03,Headphones,3865.93,Chennai,CUST00857,3
2024-04-12,Printer,4319.47,Mumbai,CUST00536,5
2024-11-17,Laptop,470.23,Bangalore,CUST00013,5
2024-04-26,Mouse,4252.17,Kolkata,CUST00253,4
2024-06-26,Keyboard,216.0,Hyderabad,CUST00633,3
2024-03-06,Webcam,4698.27,Bangalore,CUST00908,2
2024-12-03,Laptop,4435.27,Kolkata,CUST00384,5
2024-06-23,Mouse,1759.22,Bangalore,CUST00030,5
2024-05-29,Headphones,881.21,Kolkata,CUST00295,3
2024-09-26,Keyboard,848.18,Pune,CUST00991,5
2024-12-19,Mouse,3241.87,Hyderabad,CUST00159,5
2024-02-15,Scanner,1981.38,Mumbai,CUST00361,2
2024-08-31,Monitor,642.63,Mumbai,CUST00808,2
2024-01-26,Monitor,3152.41,Delhi,CUST00684,1
2024-02-23,Webcam,2729.87,Pune,CUST00929,1
2024-03-27,Laptop,2494.79,Pune,CUST00790,4
2024-02-15,Keyboard,2542.89,Pune,CUST00919,4
2024-02-24,Printer,2546.87,Delhi,CUST00853,1
2024-10-17,Keyboard,1337.93,Ahmedabad,CUST00920,2
2024-07-06,Scanner,361.96,Mumbai,CUST00498,4
2024-08-18,Printer,4463.22,Kolkata,CUST00636,4
2024-01-28,Mouse,663.32,Pune,CUST00933,3
2024-11-20,Monitor,3478.31,Mumbai,CUST00021,4
2024-08-26,Printer,922.76,Ahmedabad,CUST00134,3
2024-06-01,Webcam,3531.16,Hyderabad,CUST00436,2
2024-02-07,Scanner,1258.9,Delhi,CUST00853,4
2024-04-21,Laptop,1122.59,Delhi,CUST00794,4
2024-11-27,Printer,893.46,Pune,CUST00644,4
2024-04-26,Monitor,2919.59,Hyderabad,CUST00245,3
2024-05-10,Headphones,3006.07,Ahmedabad,CUST00410,5
2024-05-28,Printer,3710.63,Mumbai,CUST00170,5
2024-08-29,Laptop,3583.29,Mumbai,CUST00561,4
2024-05-27,Scanner,476.78,Bangalore,CUST00008,2
2024-05-06,Laptop,3702.34,Kolkata,CUST00292,5
2024-06-03,Headphones,1371.98,Delhi,CUST00904,1
2024-01-10,Webcam,2746.38,Kolkata,CUST00036,1
2024-10-28,Laptop,1472.73,Chennai,CUST00323,5
2024-08-05,Printer,836.76,Bangalore,CUST00710,4
2024-09-26,Monitor,641.44,Chennai,CUST00028,1
2024-09-19,Printer,1778.07,Mumbai,CUST00838,4
2024-09-02,Scanner,2367.9,Delhi,CUST00914,5
2024-01-01,Mouse,1367.91,Bangalore,CUST00866,4
2024-05-14,Mouse,3085.94,Mumbai,CUST00024,2
2024-12-08,Mouse,1489.17,Pune,CUST00769,5
2024-04-10,Laptop,4999.18,Chennai,CUST00509,2
2024-08-22,Scanner,2409.47,Kolkata,CUST00274,2
2024-01-09,Keyboard,1700.28,Delhi,CUST00588,1
2024-01-02,Laptop,1997.78,Pune,CUST00198,1
2024-04-10,Headphones,546.77,Pune,CUST00485,5
2024-10-26,Scanner,2160.97,Kolkata,CUST00509,1
2024-09-08,Scanner,3331.9,Bangalore,CUST00302,5
2024-11-04,Monitor,1477.67,Ahmedabad,CUST00376,5
2024-01-02,Laptop,227.86,Kolkata,CUST00246,2
2024-02-19,Keyboard,1032.59,Hyderabad,CUST00229,3
2024-01-28,Scanner,4576.07,Delhi,CUST00458,2
2024-01-20,Monitor,3292.38,Hyderabad,CUST00658,4
2024-06-23,Monitor,2705.78,Kolkata,CUST00060,5
2024-09-28,Headphones,1765.44,Delhi,CUST00525,1
2024-04-28,Headphones,3424.1,Mumbai,CUST00445,3
2024-09-29,Scanner,1034.02,Delhi,CUST00654,1
2024-09-06,Webcam,4170.14,Chennai,CUST00676,2
2024-09-01,Scanner,849.49,Chennai,CUST00432,5
2024-04-22,Webcam,3989.14,Hyderabad,CUST00894,1
2024-10-22,Keyboard,2590.83,Mumbai,CUST00298,4
2024-02-12,Scanner,4848.57,Chennai,CUST00421,2
2024-07-31,Mouse,2752.21,Chennai,CUST00593,2
2024-10-19,Monitor,3183.84,Kolkata,CUST00132,4
2024-07-10,Mouse,2449.65,Hyderabad,CUST00018,4
2024-12-12,Monitor,4161.67,Ahmedabad,CUST00399,5
2024-11-26,Scanner,2364.48,Ahmedabad,CUST00042,2
2024-05-21,Monitor,3742.28,Bangalore,CUST00920,3
2024-04-22,Webcam,4152.02,Ahmedabad,CUST00299,2
2024-01-28,Keyboard,2475.53,Mumbai,CUST00223,3
2024-07-06,Printer,636.77,Pune,CUST00778,1
2024-12-15,Printer,2108.08,Bangalore,CUST00241,1
2024-02-27,Scanner,3185.11,Bangalore,CUST00104,5
2024-09-21,Laptop,587.98,Bangalore,CUST00331,2
2024-06-26,Headphones,900.06,Delhi,CUST00590,5
2024-06-29,Webcam,1309.36,Chennai,CUST00360,1
2024-12-04,Monitor,2160.11,Delhi,CUST00126,5
2024-03-14,Scanner,2064.4,Chennai,CUST00684,1
2024-02-07,Webcam,3103.15,Ahmedabad,CUST00839,4
2024-08-06,Scanner,2711.73,Pune,CUST00755,2
2024-05-12,Printer,1798.69,Pune,CUST00971,5
2024-12-10,Scanner,1224.01,Kolkata,CUST00920,1
2024-10-15,Scanner,2594.21,Bangalore,CUST00876,2
2024-01-14,Printer,3185.82,Mumbai,CUST00122,5
2024-01-06,Printer,2212.99,Bangalore,CUST00978,3
2024-03-05,Scanner,1761.45,Ahmedabad,CUST00837,4
2024-08-24,Keyboard,4711.94,Mumbai,CUST00169,5
2024-07-13,Laptop,1049.85,Pune,CUST00467,4
2024-02-23,Monitor,4636.93,Ahmedabad,CUST00979,4
2024-03-31,Headphones,4216.2,Hyderabad,CUST00289,5
2024-01-23,Laptop,806.05,Mumbai,CUST00982,3
2024-12-09,Printer,579.4,Ahmedabad,CUST00228,2
2024-11-21,Webcam,4573.29,Ahmedabad,CUST00629,5
2024-07-05,Printer,2134.03,Pune,CUST00215,4
2024-03-25,Scanner,3882.11,Pune,CUST00725,5
2024-04-06,Monitor,4185.83,Ahmedabad,CUST00065,3
2024-11-10,Monitor,3416.86,Kolkata,CUST00238,1
2024-03-27,Printer,713.59,Hyderabad,CUST00548,2
2024-06-08,Scanner,2198.42,Kolkata,CUST00114,1
2024-10-06,Keyboard,4947.25,Hyderabad,CUST00457,1
2024-06-08,Laptop,4066.61,Chennai,CUST00311,2
2024-10-25,Laptop,398.7,Delhi,CUST00924,2
2024-09-20,Printer,4086.21,Kolkata,CUST00671,3
2024-06-13,Webcam,768.34,Delhi,CUST00486,4
2024-02-15,Scanner,4475.83,Chennai,CUST00362,1
2024-04-04,Mouse,2119.75,Mumbai,CUST00772,5
2024-11-22,Headphones,2047.06,Mumbai,CUST00321,1
2024-09-02,Scanner,3455.17,Delhi,CUST00421,5
2024-02-01,Headphones,4729.79,Kolkata,CUST00675,5
2024-05-03,Keyboard,2260.08,Hyderabad,CUST00031,4
2024-08-28,Keyboard,2880.08,Kolkata,CUST00421,2
2024-07-02,Headphones,2317.16,Pune,CUST00340,3
2024-09-16,Mouse,2629.25,Delhi,CUST00168,5
2024-09-21,Laptop,4837.79,Bangalore,CUST00668,2
2024-12-29,Webcam,3933.71,Hyderabad,CUST00474,1
2024-03-06,Keyboard,4032.2,Ahmedabad,CUST00089,4
2024-12-16,Laptop,689.03,Kolkata,CUST00824,1
2024-05-12,Laptop,4530.9,Pune,CUST00534,2
2024-10-29,Headphones,2410.93,Bangalore,CUST00613,4
2024-12-02,Mouse,3602.37,Chennai,CUST00451,1
2024-10-08,Mouse,4706.05,Mumbai,CUST00517,2
2024-11-01,Mouse,1387.43,Ahmedabad,CUST00841,4
2024-06-27,Printer,4729.95,Mumbai,CUST00411,1
2024-02-16,Mouse,663.24,Kolkata,CUST00446,2
2024-06-12,Laptop,3245.04,Kolkata,CUST00471,2
2024-01-07,Keyboard,2037.78,Mumbai,CUST00392,3
2024-10-26,Laptop,961.41,Kolkata,CUST00283,2
2024-02-13,Monitor,4513.86,Kolkata,CUST00198,3
2024-10-24,Monitor,711.24,Chennai,CUST00433,3
2024-05-29,Printer,1690.28,Delhi,CUST00705,5
2024-01-04,Webcam,3925.88,Pune,CUST00805,5
2024-07-26,Mouse,1285.04,Mumbai,CUST00334,1
2024-05-01,Keyboard,2376.4,Kolkata,CUST00787,5
2024-10-14,Scanner,923.39,Mumbai,CUST00766,5
2024-12-04,Headphones,693.66,Ahmedabad,CUST00613,2
2024-04-14,Headphones,4605.82,Ahmedabad,CUST00411,1
2024-09-03,Mouse,2362.26,Chennai,CUST00550,2
2024-12-12,Keyboard,2039.81,Mumbai,CUST00697,4
2024-02-04,Headphones,4035.98,Pune,CUST00051,5
2024-04-14,Laptop,889.9,Mumbai,CUST00812,5
2024-03-07,Mouse,4612.27,Chennai,CUST00772,4
2024-04-28,Printer,2510.2,Chennai,CUST00052,5
2024-06-15,Laptop,2081.03,Chennai,CUST00470,2
2024-10-04,Keyboard,1346.72,Delhi,CUST00595,5
2024-09-25,Monitor,2709.5,Chennai,CUST00752,5
2024-01-23,Scanner,536.77,Kolkata,CUST00951,3
2024-04-20,Headphones,2868.54,Kolkata,CUST00441,1
2024-04-04,Monitor,103.36,Ahmedabad,CUST00096,3
2024-12-17,Mouse,319.94,Bangalore,CUST00847,1
2024-01-28,Laptop,590.54,Mumbai,CUST00059,4
2024-11-08,Monitor,3841.38,Mumbai,CUST00858,2
2024-06-10,Monitor,960.53,Bangalore,CUST00741,2
2024-01-14,Laptop,521.22,Kolkata,CUST00383,1
2024-02-26,Monitor,2027.25,Hyderabad,CUST00268,1
2024-03-15,Laptop,4956.12,Delhi,CUST00965,4
2024-07-10,Headphones,1241.64,Bangalore,CUST00908,1
2024-09-22,Monitor,1749.01,Chennai,CUST00816,4
2024-12-20,Headphones,4209.11,Chennai,CUST00420,1
2024-12-20,Laptop,230.28,Chennai,CUST00796,2
2024-11-22,Scanner,2683.52,Ahmedabad,CUST00771,3
2024-07-22,Monitor,3433.26,Pune,CUST00681,5
2024-04-11,Scanner,4559.71,Pune,CUST00801,2
2024-04-21,Keyboard,1684.31,Ahmedabad,CUST00339,4
2024-02-13,Webcam,3197.23,Kolkata,CUST00222,5
2024-11-25,Scanner,471.84,Hyderabad,CUST00238,4
2024-03-11,Mouse,840.58,Mumbai,CUST00880,4
2024-08-06,Monitor,3203.82,Bangalore,CUST00379,1
2024-09-03,Monitor,116.63,Bangalore,CUST00766,5
2024-02-03,Webcam,211.79,Kolkata,CUST00608,4
2024-04-16,Monitor,3698.25,Hyderabad,CUST00668,2
2024-03-04,Printer,4765.59,Bangalore,CUST00130,5
2024-08-10,Mouse,2001.92,Kolkata,CUST00257,2
2024-05-05,Mouse,4848.57,Hyderabad,CUST00158,5
2024-10-31,Scanner,1843.61,Pune,CUST00264,4
2024-04-29,Printer,4770.02,Hyderabad,CUST00305,2
2024-09-20,Monitor,4059.57,Bangalore,CUST00957,1
2024-02-24,Monitor,796.0,Kolkata,CUST00156,1
2024-10-09,Printer,2424.0,Chennai,CUST00423,1
2024-06-30,Laptop,3046.25,Chennai,CUST00482,5
2024-05-17,Keyboard,1226.03,Chennai,CUST00432,1
2024-11-28,Laptop,3908.83,Bangalore,CUST00157,1
2024-08-27,Printer,210.58,Kolkata,CUST00153,4
2024-08-03,Scanner,425.1,Hyderabad,CUST00468,3
2024-09-19,Monitor,2654.53,Mumbai,CUST00912,4
2024-01-17,Scanner,233.8,Ahmedabad,CUST00690,5
2024-09-12,Keyboard,194.57,Kolkata,CUST00648,1
2024-11-04,Headphones,4118.14,Bangalore,CUST00159,3
2024-10-03,Headphones,1296.15,Bangalore,CUST00845,1
2024-11-16,Headphones,507.23,Pune,CUST00715,4
2024-12-04,Headphones,1112.97,Kolkata,CUST00300,4
2024-04-17,Mouse,311.51,Pune,CUST00015,2
2024-02-05,Laptop,3913.03,Kolkata,CUST00200,1
2024-04-05,Monitor,484.94,Mumbai,CUST00711,1
2024-07-25,Monitor,3827.5,Bangalore,CUST00572,3
2024-01-30,Monitor,961.22,Delhi,CUST00555,2
2024-07-09,Webcam,661.09,Kolkata,CUST00962,5
2024-10-23,Keyboard,3012.5,Bangalore,CUST00183,3
2024-11-05,Webcam,1222.99,Kolkata,CUST00132,1
2024-12-28,Laptop,4917.74,Ahmedabad,CUST00334,3
2024-02-17,Webcam,2385.85,Bangalore,CUST00475,5
2024-04-16,Headphones,4944.18,Bangalore,CUST00830,3
2024-09-25,Headphones,3173.51,Bangalore,CUST00193,4
2024-03-14,Laptop,1382.35,Delhi,CUST00092,3
2024-04-23,Keyboard,1210.26,Mumbai,CUST00430,5
2024-11-03,Laptop,2054.37,Mumbai,CUST00844,3
2024-04-03,Scanner,2249.0,Mumbai,CUST00932,2
2024-06-13,Mouse,3923.41,Hyderabad,CUST00536,4
2024-02-10,Mouse,1342.43,Delhi,CUST00431,3
2024-06-25,Webcam,2847.67,Mumbai,CUST00427,4
2024-10-16,Mouse,4033.68,Pune,CUST00294,5
2024-03-31,Webcam,3469.53,Delhi,CUST00782,4
2024-08-08,Mouse,2690.15,Hyderabad,CUST00117,3
2024-11-21,Headphones,2792.05,Kolkata,CUST00790,3
2024-06-20,Printer,4666.26,Delhi,CUST00606,3
2024-10-06,Laptop,1966.78,Mumbai,CUST00803,1
2024-12-15,Mouse,1153.26,Delhi,CUST00262,3
2024-04-11,Mouse,1440.72,Ahmedabad,CUST00591,2
2024-03-17,Keyboard,564.26,Mumbai,CUST00512,1
2024-09-26,Headphones,3727.52,Chennai,CUST00334,1
2024-02-11,Keyboard,4443.94,Chennai,CUST00903,5
2024-04-30,Keyboard,3387.51,Pune,CUST00194,4
2024-06-22,Mouse,4011.35,Bangalore,CUST00137,5
2024-05-31,Mouse,1319.08,Kolkata,CUST00450,4
2024-01-04,Mouse,1836.53,Pune,CUST00020,4
2024-01-18,Keyboard,3486.51,Chennai,CUST00922,1
2024-06-26,Keyboard,980.16,Pune,CUST00272,1
2024-09-09,Headphones,4128.26,Hyderabad,CUST00853,1
2024-07-18,Monitor,617.18,Kolkata,CUST00089,5
2024-01-24,Keyboard,3174.61,Ahmedabad,CUST00734,3
2024-03-08,Scanner,2984.89,Mumbai,CUST00122,5
2024-02-23,Webcam,1639.34,Chennai,CUST00473,4
2024-04-13,Monitor,2870.67,Hyderabad,CUST00388,4
2024-06-28,Mouse,4008.38,Kolkata,CUST00370,2
2024-03-05,Printer,4341.42,Chennai,CUST01000,4
2024-09-19,Keyboard,525.38,Mumbai,CUST00256,5
2024-01-21,Webcam,763.95,Ahmedabad,CUST00918,2
2024-03-28,Keyboard,2438.61,Mumbai,CUST00919,5
2024-06-09,Laptop,1483.03,Kolkata,CUST00520,5
2024-09-03,Monitor,1089.67,Hyderabad,CUST00227,1
2024-03-18,Scanner,242.01,Mumbai,CUST00791,5
2024-03-06,Headphones,1251.76,Kolkata,CUST00725,4
2024-05-24,Scanner,3287.63,Ahmedabad,CUST00219,3
2024-03-03,Scanner,125.41,Mumbai,CUST00635,3
2024-03-06,Keyboard,4273.96,Ahmedabad,CUST00974,3
2024-12-23,Laptop,1792.56,Hyderabad,CUST00179,5
2024-03-30,Printer,975.14,Pune,CUST00442,1
2024-01-05,Webcam,3726.67,Hyderabad,CUST00277,2
2024-02-25,Scanner,2208.29,Kolkata,CUST00942,3
2024-01-18,Keyboard,2169.17,Chennai,CUST00582,5
2024-11-30,Scanner,1939.99,Delhi,CUST00649,1
2024-07-13,Webcam,1854.01,Delhi,CUST00698,3
2024-05-30,Laptop,1032.73,Kolkata,CUST00786,5
2024-08-03,Mouse,4656.44,Delhi,CUST00623,2
2024-07-07,Monitor,3657.31,Pune,CUST00388,1
2024-10-12,Keyboard,2818.93,Ahmedabad,CUST00167,3
2024-11-10,Monitor,4040.14,Ahmedabad,CUST00852,1
2024-06-27,Headphones,3656.57,Pune,CUST00959,2
2024-02-20,Scanner,3542.22,Chennai,CUST00394,4
2024-04-23,Printer,3555.01,Hyderabad,CUST00554,1
2024-09-30,Headphones,4437.91,Pune,CUST00385,3
2024-01-28,Monitor,1816.2,Pune,CUST00076,3
2024-05-28,Webcam,2777.19,Chennai,CUST00126,5
2024-10-11,Keyboard,4056.77,Ahmedabad,CUST00173,1
2024-01-02,Headphones,4893.64,Pune,CUST00884,4
2024-05-05,Printer,2948.53,Kolkata,CUST00110,3
2024-08-15,Monitor,4246.34,Kolkata,CUST00735,1
2024-05-20,Laptop,1363.41,Hyderabad,CUST00371,2
2024-02-09,Scanner,3136.45,Hyderabad,CUST00965,4
2024-08-13,Laptop,3166.39,Bangalore,CUST00644,2
2024-09-28,Scanner,2627.58,Pune,CUST00595,3
2024-06-11,Scanner,980.04,Kolkata,CUST00327,3
2024-12-17,Webcam,4763.36,Chennai,CUST00524,2
2024-12-07,Monitor,1393.93,Kolkata,CUST00530,1
2024-09-12,Monitor,3051.66,Chennai,CUST00571,3
2024-06-08,Webcam,2559.73,Hyderabad,CUST00245,3
2024-07-05,Printer,149.44,Delhi,CUST00894,3
2024-01-21,Monitor,4360.84,Hyderabad,CUST00885,4
2024-03-29,Printer,944.54,Hyderabad,CUST00150,4
2024-03-22,Headphones,4319.35,Hyderabad,CUST00033,1
2024-06-02,Laptop,2541.14,Bangalore,CUST00059,1
2024-07-31,Webcam,4236.19,Hyderabad,CUST00755,5
2024-09-25,Headphones,352.69,Hyderabad,CUST00637,3
2024-01-13,Laptop,4260.02,Chennai,CUST00165,5
2024-04-29,Headphones,175.84,Mumbai,CUST00102,3
2024-08-15,Mouse,2379.23,Delhi,CUST00934,1
2024-06-06,Keyboard,2480.8,Delhi,CUST00828,2
2024-03-20,Monitor,2212.27,Pune,CUST00174,5
2024-01-09,Scanner,3355.41,Mumbai,CUST00645,5
2024-01-28,Printer,185.12,Bangalore,CUST00240,4
2024-08-11,Headphones,1837.91,Chennai,CUST00868,4
2024-02-24,Headphones,4408.32,Pune,CUST00040,3
2024-09-21,Laptop,4608.96,Ahmedabad,CUST00774,2
